,action,assignee,assignees_name,comments,event_created_at,issue_closed_at,issue_created_at,issue_id,labels_color,labels_name,mclose_created,mdue_created,milestone,milestone_closed_at,milestone_created_at,milestone_due_on,title,user
45,demilestoned,[],[],1,1486493997.0,1487659621.0,1486492656.0,9,[],[],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Brainstorming for project implementation methodology,ZacheryThomas
46,milestoned,[],[],1,1486493997.0,1487659621.0,1486492656.0,9,[],[],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Brainstorming for project implementation methodology,ZacheryThomas
47,demilestoned,[],[],1,1486493953.0,1487659621.0,1486492656.0,9,[],[],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Brainstorming for project implementation methodology,ZacheryThomas
48,milestoned,[],[],1,1486493953.0,1487659621.0,1486492656.0,9,[],[],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Brainstorming for project implementation methodology,ZacheryThomas
49,milestoned,ZacheryThomas,[u'ZacheryThomas'],0,1486493913.0,1487870067.0,1486493850.0,11,[u'fbca04'],[u'feature'],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Use Python News API to summarize an article,ZacheryThomas
50,milestoned,rnambis,[u'rnambis'],0,1486493797.0,1487870314.0,1486493797.0,10,[],[],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Create Flask App with Login,ZacheryThomas
51,milestoned,[],[],1,1486492672.0,1487659621.0,1486492656.0,9,[],[],5535648.0,1857593.0,Get Server Side framework up and running,1491946855.0,1486411207.0,1488268800.0,Brainstorming for project implementation methodology,bhushan9
52,closed,[],[],1,1486492466.0,1486492466.0,1484764706.0,2,[],[],None,None,None,None,None,None,Two way text based communication problem between mobile and web server,ZacheryThomas
53,closed,timm,[u'timm'],0,1486492456.0,1486492456.0,1484770093.0,4,[],[],None,None,None,None,None,None,Personalized News Feed,ZacheryThomas
54,closed,[],[],1,1486492453.0,1486492453.0,1485200414.0,7,[u'5319e7'],[u'meeting'],None,None,None,None,None,None,1/23/17 Personal Interviews Ideas,bhushan9
55,closed,[],[],0,1486492448.0,1486492447.0,1485199304.0,6,[u'5319e7'],[u'meeting'],None,None,None,None,None,None,1/23/17 Meeting Minutes,ZacheryThomas
56,closed,[],[],0,1486492441.0,1486492441.0,1485545362.0,8,[],[],None,None,None,None,None,None,Possible Papers,ZacheryThomas
57,closed,[],[],0,1486492352.0,1486492352.0,1485019324.0,5,[u'5319e7'],[u'meeting'],None,None,None,None,None,None,1/21/17 Meeting Minutes,bhushan9
58,closed,[],[],1,1486492343.0,1486492343.0,1484766388.0,3,[],[],None,None,None,None,None,None,Three different solutions,bhushan9
59,closed,[],[],0,1486492328.0,1486492328.0,1484764554.0,1,[],[],None,None,None,None,None,None,News API which automatically categorizes the news articles,bhushan9
60,assigned,timm,[u'timm'],0,1484770093.0,1486492456.0,1484770093.0,4,[],[],None,None,None,None,None,None,Personalized News Feed,timm
