,action,assignee,assignees_name,comments,event_created_at,issue_closed_at,issue_created_at,issue_id,labels_color,labels_name,mclose_created,mdue_created,milestone,milestone_closed_at,milestone_created_at,milestone_due_on,title,user
11,milestoned,syazdan25,[u'syazdan25'],4,1486771825.0,1487713572.0,1486771825.0,19,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Writing a program using Python and NLTK,MahnazBehroozi
12,milestoned,Sanand007,[u'Sanand007'],1,1486771781.0,1487609222.0,1486771758.0,18,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Analyze Sentiment Web,syazdan25
13,assigned,Sanand007,[u'Sanand007'],1,1486771758.0,1487609222.0,1486771758.0,18,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Analyze Sentiment Web,Sanand007
14,assigned,MahnazBehroozi,[u'MahnazBehroozi'],2,1486771705.0,1487485047.0,1486771705.0,17,[],[],None,None,None,None,None,None,Make a simple Web page using Flask in python,MahnazBehroozi
15,assigned,ecdraayer,[u'ecdraayer'],1,1486771601.0,1487609408.0,1486771601.0,16,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Investigate the google chrome extension possibility,ecdraayer
16,milestoned,ecdraayer,[u'ecdraayer'],1,1486771601.0,1487609408.0,1486771601.0,16,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Investigate the google chrome extension possibility,syazdan25
17,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424458.0,1488170434.0,1486422657.0,13,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Finalize Prototype for Demonstration (Due 24th),ecdraayer
18,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424441.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),ecdraayer
19,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486424406.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),ecdraayer
20,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424352.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",ecdraayer
21,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424305.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),ecdraayer
22,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486424054.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),ecdraayer
23,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424034.0,1488170434.0,1486422657.0,13,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Finalize Prototype for Demonstration (Due 24th),ecdraayer
24,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424029.0,1488170434.0,1486422657.0,13,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Finalize Prototype for Demonstration (Due 24th),MahnazBehroozi
25,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424029.0,1488170434.0,1486422657.0,13,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Finalize Prototype for Demonstration (Due 24th),syazdan25
26,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486424029.0,1488170434.0,1486422657.0,13,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Finalize Prototype for Demonstration (Due 24th),Sanand007
27,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486424016.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),syazdan25
28,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486424011.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),MahnazBehroozi
29,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486424011.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),syazdan25
30,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486424011.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),Sanand007
31,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423548.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",ecdraayer
32,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423436.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),MahnazBehroozi
33,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423340.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),MahnazBehroozi
34,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423340.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),syazdan25
35,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423340.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),Sanand007
36,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423340.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),ecdraayer
37,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486423340.0,1487485149.0,1486423339.0,15,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Brainstorming on the steps we want to take toward Feb. milestone (Due 6th),MahnazBehroozi
38,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1486423222.0,1487485100.0,1486423222.0,14,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Explore Different Sentiment Analysis Approach (Due 15th),ecdraayer
39,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422890.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",MahnazBehroozi
40,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422890.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",syazdan25
41,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422890.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",Sanand007
42,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422890.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",ecdraayer
43,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422657.0,1488170434.0,1486422657.0,13,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Finalize Prototype for Demonstration (Due 24th),ecdraayer
44,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422139.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),ecdraayer
45,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486422085.0,1487485174.0,1486422085.0,12,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,"Brainstorm Session: Finalize 3 Implementations, assign who will investigate what, decide on programming language (Due 10th)",ecdraayer
46,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486421895.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),MahnazBehroozi
47,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486421895.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),syazdan25
48,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486421895.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),Sanand007
49,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486421895.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),ecdraayer
50,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",1,1486421295.0,1487609669.0,1486421295.0,11,[],[],None,1848074.0,February Milestone,None,1486420726.0,1488268800.0,Have data from Amazon Pre-Processed (Due 20th),ecdraayer
51,closed,[],[],0,1486421274.0,1486421274.0,1486421239.0,10,[],[],None,None,None,None,None,None,Pre-process Data,ecdraayer
52,closed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485924310.0,1485924310.0,1485459927.0,6,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Final report submission on Jan 31.,syazdan25
53,closed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485813575.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,syazdan25
54,closed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485813575.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,syazdan25
55,closed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485813575.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),syazdan25
56,closed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485813575.0,1485813575.0,1485459823.0,5,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Rough Draft of the report by Jan 29. Meeting on Jan 29. Please comment the timings when you are available.,syazdan25
57,closed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485813575.0,1485813575.0,1485459696.0,4,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Paper summary by 28 Jan,syazdan25
58,closed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485536619.0,1485536619.0,1485459575.0,3,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,List of papers for literature survey by Jan 26th,syazdan25
59,demilestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535792.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,MahnazBehroozi
60,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535792.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,MahnazBehroozi
61,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535755.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,MahnazBehroozi
62,reopened,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485535463.0,1485813575.0,1485459696.0,4,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Paper summary by 28 Jan,MahnazBehroozi
63,labeled,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535328.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,MahnazBehroozi
64,subscribed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535278.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,ecdraayer
65,mentioned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535278.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,ecdraayer
66,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535113.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,MahnazBehroozi
67,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535113.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,syazdan25
68,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535113.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,Sanand007
69,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535113.0,1485813575.0,1485535113.0,9,[u'128A0C'],[u'help wanted'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Writing the report,ecdraayer
70,renamed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485535006.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),MahnazBehroozi
71,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534849.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,MahnazBehroozi
72,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534849.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,syazdan25
73,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534849.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,Sanand007
74,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534849.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,ecdraayer
75,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534849.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,MahnazBehroozi
76,labeled,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534849.0,1485813575.0,1485534849.0,8,[u'84b6eb'],[u'enhancement'],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Include statistics in the report,MahnazBehroozi
77,closed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485534125.0,1485813575.0,1485459696.0,4,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Paper summary by 28 Jan,MahnazBehroozi
78,renamed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485534048.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),MahnazBehroozi
79,assigned,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),MahnazBehroozi
80,assigned,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),syazdan25
81,assigned,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),Sanand007
82,milestoned,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),MahnazBehroozi
83,subscribed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),syazdan25
84,mentioned,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),syazdan25
85,subscribed,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),Sanand007
86,mentioned,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),Sanand007
87,labeled,Sanand007,"[u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485533950.0,1485813575.0,1485533950.0,7,[u'128A0C'],[u'help wanted'],887418.0,57083.0,Paper summarization  ,1486420735.0,1485533317.0,1485590400.0,Action required (Paper summarization),MahnazBehroozi
88,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485460028.0,1485813575.0,1485459823.0,5,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Rough Draft of the report by Jan 29. Meeting on Jan 29. Please comment the timings when you are available.,syazdan25
89,milestoned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485460015.0,1485924310.0,1485459927.0,6,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Final report submission on Jan 31.,syazdan25
90,renamed,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485459974.0,1485536619.0,1485459575.0,3,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,List of papers for literature survey by Jan 26th,syazdan25
91,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485459937.0,1485924310.0,1485459927.0,6,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Final report submission on Jan 31.,MahnazBehroozi
92,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485459937.0,1485924310.0,1485459927.0,6,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Final report submission on Jan 31.,Sanand007
93,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485459937.0,1485924310.0,1485459927.0,6,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Final report submission on Jan 31.,ecdraayer
94,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",0,1485459930.0,1485924310.0,1485459927.0,6,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Final report submission on Jan 31.,syazdan25
95,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485459823.0,1485813575.0,1485459823.0,5,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Rough Draft of the report by Jan 29. Meeting on Jan 29. Please comment the timings when you are available.,MahnazBehroozi
96,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485459823.0,1485813575.0,1485459823.0,5,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Rough Draft of the report by Jan 29. Meeting on Jan 29. Please comment the timings when you are available.,syazdan25
97,assigned,ecdraayer,"[u'ecdraayer', u'Sanand007', u'syazdan25', u'MahnazBehroozi']",2,1485459823.0,1485813575.0,1485459823.0,5,[],[],961288.0,390151.0,January Milestone,1486420737.0,1485459449.0,1485849600.0,Rough Draft of the report by Jan 29. Meeting on Jan 29. Please comment the timings when you are available.,Sanand007
